drug_1,drug_2,interaction
cisplatin,cisplatin,0
cisplatin,cytosine arabinoside,0
cisplatin,dexamethasone,0
cisplatin,cytosine arabinoside,0
cisplatin,dexamethasone,1
cytosine arabinoside,dexamethasone,0
cisplatin,cyclophosphamide,1
cisplatin,doxorubicin,1
cisplatin,etoposide,1
cyclophosphamide,doxorubicin,1
cyclophosphamide,etoposide,1
doxorubicin,etoposide,1
cetuximab,bevacizumab,0
docetaxel,carboplatin,1
clonidine,guanfacine,0
clonidine,clonidine,0
clonidine,guanfacine,0
guanfacine,clonidine,0
guanfacine,guanfacine,0
clonidine,guanfacine,0
bortezomib,docetaxel,1
formoterol,formoterol,0
formoterol,formoterol,0
formoterol,budesonide,0
formoterol,formoterol,0
formoterol,budesonide,0
formoterol,budesonide,1
cetuximab,panitumumab,0
doxorubicin,bleomycin,1
doxorubicin,vinblastine,1
doxorubicin,dacarbazine,1
bleomycin,vinblastine,1
bleomycin,dacarbazine,1
vinblastine,dacarbazine,1
venetoclax,rituximab,1
buserelin,flutamide,1
piroxicam,naproxen,0
cyproterone acetate,raloxifene,0
propranolol,carvedilol,0
naloxone,nicotine,0
naloxone,acetylcholine,0
naloxone,glutamate-diethylester,0
nicotine,acetylcholine,0
nicotine,glutamate-diethylester,0
acetylcholine,glutamate-diethylester,0
dihydroartemisinin,artemether,0
dihydroartemisinin,artesunate,0
artemether,artesunate,0
mitoxantrone,cidofovir,1
atorvastatin,bezafibrate,0
methotrexate,chloroquine,0
diltiazem,gemcitabine,1
diltiazem,5-FU,1
gemcitabine,5-FU,0
raltegravir,efavirenz,0
ifosfamide,etoposide,1
amodiaquine,primaquine,1
bortezomib,lenalidomide,1
bortezomib,dexamethasone,1
lenalidomide,dexamethasone,1
Genistein,docetaxel,1
Genistein,bicalutamide,1
docetaxel,bicalutamide,0
bosentan,sildenafil,1
infliximab,etanercept,0
vincristine,etoposide,1
vincristine,carboplatin,1
etoposide,carboplatin,1
capecitabine,tegafur,1
erythromycin,azithromycin,0
erythromycin,clindamycin,0
erythromycin,vancomycin,0
erythromycin,doxycycline,0
erythromycin,ciprofloxacin,0
azithromycin,clindamycin,0
azithromycin,vancomycin,0
azithromycin,doxycycline,0
azithromycin,ciprofloxacin,0
clindamycin,vancomycin,0
clindamycin,doxycycline,0
clindamycin,ciprofloxacin,0
vancomycin,doxycycline,0
vancomycin,ciprofloxacin,0
doxycycline,ciprofloxacin,0
oxotremorine,carbachol,0
oxotremorine,pilocarpine,0
carbachol,pilocarpine,0
cetuximab,cetuximab,0
cetuximab,irinotecan,0
cetuximab,panitumumab,0
cetuximab,irinotecan,1
cetuximab,panitumumab,0
irinotecan,panitumumab,0
haloperidol,aripiprazole,0
haloperidol,olanzapine,0
haloperidol,quetiapine,0
haloperidol,clozapine,0
haloperidol,risperidone,0
haloperidol,paliperidone,0
aripiprazole,olanzapine,0
aripiprazole,quetiapine,0
aripiprazole,clozapine,0
aripiprazole,risperidone,0
aripiprazole,paliperidone,0
olanzapine,quetiapine,0
olanzapine,clozapine,0
olanzapine,risperidone,0
olanzapine,paliperidone,0
quetiapine,clozapine,0
quetiapine,risperidone,0
quetiapine,paliperidone,0
clozapine,risperidone,0
clozapine,paliperidone,0
risperidone,paliperidone,0
doxorubicin,etoposide,0
bleomycin,etoposide,1
bleomycin,doxorubicin,1
bleomycin,cyclophosphamide,1
bleomycin,vincristine,1
bleomycin,procarbazine,1
bleomycin,prednisone,1
etoposide,doxorubicin,1
etoposide,cyclophosphamide,1
etoposide,vincristine,1
etoposide,procarbazine,1
etoposide,prednisone,1
doxorubicin,cyclophosphamide,1
doxorubicin,vincristine,1
doxorubicin,procarbazine,1
doxorubicin,prednisone,1
cyclophosphamide,vincristine,1
cyclophosphamide,procarbazine,1
cyclophosphamide,prednisone,1
vincristine,procarbazine,1
vincristine,prednisone,1
procarbazine,prednisone,1
daclatasvir,asunaprevir,1
azathioprine,CsA,1
azathioprine,methylprednisolone,0
CsA,methylprednisolone,0
panitumumab,bevacizumab,0
mefloquine,artemether,1
irinotecan,oxaliplatin,1
rituximab,etoposide,1
rituximab,prednisone,1
rituximab,vincristine,1
rituximab,cyclophosphamide,1
rituximab,doxorubicin,1
etoposide,prednisone,1
etoposide,vincristine,1
etoposide,cyclophosphamide,1
etoposide,doxorubicin,1
prednisone,vincristine,1
prednisone,cyclophosphamide,1
prednisone,doxorubicin,1
vincristine,cyclophosphamide,1
vincristine,doxorubicin,1
cyclophosphamide,doxorubicin,1
desmopressin,tranexamic,1
bevacizumab,capecitabine,1
bevacizumab,bevacizumab,0
bevacizumab,paclitaxel,0
capecitabine,bevacizumab,0
capecitabine,paclitaxel,0
bevacizumab,paclitaxel,1
ixabepilone,bevacizumab,1
pemetrexed,platinum,1
pemetrexed,pemetrexed,0
pemetrexed,carboplatin,0
platinum,pemetrexed,0
platinum,carboplatin,0
pemetrexed,carboplatin,0
cetuximab,irinotecan,1
cetuximab,cetuximab,0
cetuximab,irinotecan,0
cetuximab,cetuximab,0
irinotecan,cetuximab,0
irinotecan,irinotecan,0
irinotecan,cetuximab,0
cetuximab,irinotecan,0
cetuximab,cetuximab,0
irinotecan,cetuximab,0
pertuzumab,trastuzumab,1
Dapagliflozin,furosemide,1
goserelin,tamoxifen,1
venetoclax,rituximab,1
venetoclax,bendamustine,0
venetoclax,rituximab,0
rituximab,bendamustine,0
rituximab,rituximab,0
bendamustine,rituximab,1
atorvastatin,amlodipine,1
hydrochlorothiazide,triamterene,1
hydrochlorothiazide,alpha-methyldopa,1
triamterene,alpha-methyldopa,1
clozapine,risperidone,0
warfarin,miltefosine,1
digoxin,dronedarone,1
doxorubicin,etoposide,0
cyclophosphamide,doxorubicin,1
cyclophosphamide,fluorouracil,1
cyclophosphamide,cyclophosphamide,0
cyclophosphamide,doxorubicin,0
cyclophosphamide,vincristine,0
cyclophosphamide,prednisone,0
doxorubicin,fluorouracil,1
doxorubicin,cyclophosphamide,0
doxorubicin,doxorubicin,0
doxorubicin,vincristine,0
doxorubicin,prednisone,0
fluorouracil,cyclophosphamide,0
fluorouracil,doxorubicin,0
fluorouracil,vincristine,0
fluorouracil,prednisone,0
cyclophosphamide,doxorubicin,1
cyclophosphamide,vincristine,1
cyclophosphamide,prednisone,1
doxorubicin,vincristine,1
doxorubicin,prednisone,1
vincristine,prednisone,1
fluorouracil,oxaliplatin,0
fluorouracil,irinotecan,0
oxaliplatin,irinotecan,0
fenofibrate,atorvastatin,0
brimonidine,latanoprost,0
propofol,rocuronium,0
doxorubicin,etoposide,0
doxorubicin,paclitaxel,0
etoposide,paclitaxel,0
cyclophosphamide,carmustine,1
cyclophosphamide,etoposide,1
cyclophosphamide,carmustine,0
cyclophosphamide,etoposide,0
cyclophosphamide,cytarabine,0
cyclophosphamide,melphalan,0
cyclophosphamide,carmustine,0
cyclophosphamide,etoposide,0
cyclophosphamide,cytarabine,0
cyclophosphamide,cyclophosphamide,0
carmustine,etoposide,1
carmustine,carmustine,0
carmustine,etoposide,0
carmustine,cytarabine,0
carmustine,melphalan,0
carmustine,carmustine,0
carmustine,etoposide,0
carmustine,cytarabine,0
carmustine,cyclophosphamide,0
etoposide,carmustine,0
etoposide,etoposide,0
etoposide,cytarabine,0
etoposide,melphalan,0
etoposide,carmustine,0
etoposide,etoposide,0
etoposide,cytarabine,0
etoposide,cyclophosphamide,0
carmustine,etoposide,1
carmustine,cytarabine,1
carmustine,melphalan,1
carmustine,carmustine,0
carmustine,etoposide,0
carmustine,cytarabine,0
carmustine,cyclophosphamide,0
etoposide,cytarabine,1
etoposide,melphalan,1
etoposide,carmustine,0
etoposide,etoposide,0
etoposide,cytarabine,0
etoposide,cyclophosphamide,0
cytarabine,melphalan,1
cytarabine,carmustine,0
cytarabine,etoposide,0
cytarabine,cytarabine,0
cytarabine,cyclophosphamide,0
melphalan,carmustine,0
melphalan,etoposide,0
melphalan,cytarabine,0
melphalan,cyclophosphamide,0
carmustine,etoposide,1
carmustine,cytarabine,1
carmustine,cyclophosphamide,1
etoposide,cytarabine,1
etoposide,cyclophosphamide,1
cytarabine,cyclophosphamide,1
Abiraterone,Enzalutamide,1
fluorouracil,methotrexate,0
fluorouracil,cetuximab,0
methotrexate,cetuximab,0
Dexamethasone,cytarabine,1
Dexamethasone,ifosfamide,1
Dexamethasone,cisplatin,1
cytarabine,ifosfamide,1
cytarabine,cisplatin,1
ifosfamide,cisplatin,1
ribociclib,letrozole,1
lapatinib,gemcitabine,1
xylose,chondroitin,0
nifedipine,hydrochlorothiazide,0
pantoprazole,docetaxel,1
saquinavir,lopinavir,1
saquinavir,saquinavir,0
lopinavir,saquinavir,0
Clopidogrel,aspirin,0
sorafenib,lenvatinib,0
sorafenib,sunitinib,1
lenvatinib,sunitinib,0
doxorubicin,etoposide,0
doxorubicin,mitoxantrone,0
etoposide,mitoxantrone,0
zidovudine,ciprofloxacin,1
cyclophosphamide,prednisolone,1
Vancomycin,gentamicin,1
Vancomycin,streptomycin,1
gentamicin,streptomycin,1
foretinib,lapatinib,1
metronidazole,vancomycin,0
etoposide,cytarabine,0
doxorubicin,etoposide,1
amiodarone,carvedilol,1
paclitaxel,carboplatin,0
paclitaxel,bevacizumab,0
carboplatin,bevacizumab,0
azithromycin,doxycycline,0
sunitinib,pemetrexed,0
sunitinib,docetaxel,0
pemetrexed,docetaxel,0
erlotinib,erlotinib,0
erlotinib,sorafenib,0
erlotinib,sorafenib,0
erlotinib,sorafenib,1
erlotinib,sorafenib,0
sorafenib,sorafenib,0
aflibercept,irinotecan,1
aflibercept,5-fluorouracil,1
irinotecan,5-fluorouracil,1
paclitaxel,carboplatin,1
paclitaxel,etoposide,1
carboplatin,etoposide,1
pemetrexed,gemcitabine,1
artesunate,mefloquine,1
vinblastine,ifosfamide,1
vinblastine,cisplatin,1
ifosfamide,cisplatin,1
piperacillin,gentamicin,0
piperacillin,clarithromycin,0
piperacillin,erythromycin,0
piperacillin,minocycline,0
gentamicin,clarithromycin,0
gentamicin,erythromycin,0
gentamicin,minocycline,0
clarithromycin,erythromycin,0
clarithromycin,minocycline,0
erythromycin,minocycline,0
vandetanib,5-FU,1
vandetanib,paclitaxel,1
vandetanib,carboplatin,1
5-FU,paclitaxel,1
5-FU,carboplatin,1
paclitaxel,carboplatin,1
tamoxifen,toremifene,0
etoposide,prednisone,0
etoposide,vincristine,0
etoposide,cyclophosphamide,0
etoposide,doxorubicin,0
etoposide,and cyclophospha,0
etoposide,"e , doxorub",0
etoposide,"n , vincris",0
etoposide,and predni,0
prednisone,vincristine,0
prednisone,cyclophosphamide,0
prednisone,doxorubicin,0
prednisone,and cyclophospha,0
prednisone,"e , doxorub",0
prednisone,"n , vincris",0
prednisone,and predni,0
vincristine,cyclophosphamide,0
vincristine,doxorubicin,0
vincristine,and cyclophospha,0
vincristine,"e , doxorub",0
vincristine,"n , vincris",0
vincristine,and predni,0
cyclophosphamide,doxorubicin,0
cyclophosphamide,and cyclophospha,0
cyclophosphamide,"e , doxorub",0
cyclophosphamide,"n , vincris",0
cyclophosphamide,and predni,0
doxorubicin,and cyclophospha,0
doxorubicin,"e , doxorub",0
doxorubicin,"n , vincris",0
doxorubicin,and predni,0
and cyclophospha,"e , doxorub",0
and cyclophospha,"n , vincris",0
and cyclophospha,and predni,0
"e , doxorub","n , vincris",0
"e , doxorub",and predni,0
"n , vincris",and predni,0
verapamil,doxorubicin,1
verapamil,doxorubicin,0
doxorubicin,doxorubicin,0
cetuximab,irinotecan,1
digoxin,flecainide,1
irinotecan,capecitabine,1
vancomycin,TZP,1
vancomycin,vancomycin,0
vancomycin,cefepime,0
TZP,vancomycin,0
TZP,cefepime,0
vancomycin,cefepime,1
etoposide,doxorubicin,0
etoposide,cisplatin,0
etoposide,mitotane,0
etoposide,gemcitabine,0
etoposide,capecitabine,0
etoposide,streptozotocin,0
doxorubicin,cisplatin,0
doxorubicin,mitotane,0
doxorubicin,gemcitabine,0
doxorubicin,capecitabine,0
doxorubicin,streptozotocin,0
cisplatin,mitotane,0
cisplatin,gemcitabine,0
cisplatin,capecitabine,0
cisplatin,streptozotocin,0
mitotane,gemcitabine,0
mitotane,capecitabine,0
mitotane,streptozotocin,0
gemcitabine,capecitabine,1
gemcitabine,streptozotocin,1
capecitabine,streptozotocin,0
ropivacaine,epinephrine,1
ethionamide,rifampin,1
ethionamide,capreomycin,1
ethionamide,kanamycin,1
ethionamide,streptomycin,1
ethionamide,ethambutol,1
ethionamide,ansamycin,1
rifampin,capreomycin,1
rifampin,kanamycin,1
rifampin,streptomycin,1
rifampin,ethambutol,1
rifampin,ansamycin,1
capreomycin,kanamycin,1
capreomycin,streptomycin,1
capreomycin,ethambutol,1
capreomycin,ansamycin,1
kanamycin,streptomycin,1
kanamycin,ethambutol,1
kanamycin,ansamycin,1
streptomycin,ethambutol,1
streptomycin,ansamycin,1
ethambutol,ansamycin,1
gefitinib,capecitabine,1
ibrutinib,venetoclax,1
lomustine,temozolomide,0
lomustine,dacarbazine,0
lomustine,procarbazine,0
temozolomide,dacarbazine,0
temozolomide,procarbazine,0
dacarbazine,procarbazine,0
chlortetracycline,sulfamethazine,0
chlortetracycline,sulfathiazole,0
sulfamethazine,sulfathiazole,0
ifosfamide,paclitaxel,1
ifosfamide,carboplatin,1
paclitaxel,carboplatin,1
Ticlopidine,clopidogrel,1
Irinotecan,gemcitabine,1
cyclophosphamide,doxorubicin,1
cyclophosphamide,vincristine,1
cyclophosphamide,prednisone,1
doxorubicin,vincristine,1
doxorubicin,prednisone,1
vincristine,prednisone,1
linezolid,methadone,1
ipilimumab,vemurafenib,1
epinephrine,phentolamine,0
Ipilimumab,Nivolumab,1
Ipilimumab,Ipilimumab,1
Ipilimumab,Chemotherapy,1
Nivolumab,Ipilimumab,1
Nivolumab,Chemotherapy,1
Ipilimumab,Chemotherapy,1
doxorubicin,cyclophosphamide,1
doxorubicin,paclitaxel,1
cyclophosphamide,paclitaxel,1
bleomycin,etoposide,1
bleomycin,doxorubicin,1
bleomycin,cyclophosphamide,1
bleomycin,vincristine,1
bleomycin,procarbazine,1
bleomycin,prednisone,1
etoposide,doxorubicin,1
etoposide,cyclophosphamide,1
etoposide,vincristine,1
etoposide,procarbazine,1
etoposide,prednisone,1
doxorubicin,cyclophosphamide,1
doxorubicin,vincristine,1
doxorubicin,procarbazine,1
doxorubicin,prednisone,1
cyclophosphamide,vincristine,1
cyclophosphamide,procarbazine,1
cyclophosphamide,prednisone,1
vincristine,procarbazine,1
vincristine,prednisone,1
procarbazine,prednisone,1
bexarotene,denileukin diftitox,1
spiramycin,pyrimethamine,0
spiramycin,azithromycin,0
pyrimethamine,azithromycin,0
Chloroquine,Mefloquine,0
Chloroquine,Mefloquine,0
Chloroquine,artesunate,0
Chloroquine,Proguanil,0
Chloroquine,Pyrimethamine,0
Chloroquine,amodiaquine,0
Mefloquine,Mefloquine,0
Mefloquine,artesunate,0
Mefloquine,Proguanil,0
Mefloquine,Pyrimethamine,0
Mefloquine,amodiaquine,0
Mefloquine,artesunate,0
Mefloquine,Proguanil,0
Mefloquine,Pyrimethamine,0
Mefloquine,amodiaquine,0
artesunate,Proguanil,0
artesunate,Pyrimethamine,0
artesunate,amodiaquine,0
Proguanil,Pyrimethamine,0
Proguanil,amodiaquine,0
Pyrimethamine,amodiaquine,0
bortezomib,carfilzomib,0
bortezomib,ixazomib,0
carfilzomib,ixazomib,0
valsartan,amlodipine,0
chloroquine,mefloquine,0
chloroquine,quinine,0
mefloquine,quinine,0
Fulvestrant,anastrozole,0
doxorubicin,trastuzumab,1
paclitaxel,carboplatin,1
mitoxantrone,etoposide,0
mitoxantrone,cytarabine,0
etoposide,cytarabine,0
Aztreonam,gentamicin,0
Aztreonam,piperacillin,1
gentamicin,piperacillin,1
salbutamol,digoxin,1
Mecamylamine,nicotine,1
leflunomide,cyclosporin,1
folinic,5-fluorouracil,1
folinic,irinotecan,1
folinic,oxaliplatin,1
folinic,nab-paclitaxel,0
folinic,gemcitabine,0
5-fluorouracil,irinotecan,1
5-fluorouracil,oxaliplatin,1
5-fluorouracil,nab-paclitaxel,0
5-fluorouracil,gemcitabine,0
irinotecan,oxaliplatin,1
irinotecan,nab-paclitaxel,0
irinotecan,gemcitabine,0
oxaliplatin,nab-paclitaxel,0
oxaliplatin,gemcitabine,0
nab-paclitaxel,gemcitabine,1
paclitaxel,carboplatin,1
paclitaxel,gemcitabine-based,1
carboplatin,gemcitabine-based,1
digoxin,propafenone,1
digoxin,digoxin,0
propafenone,digoxin,0
lapatinib,AI,1
lapatinib,trastuzumab,0
AI,trastuzumab,1
nateglinide,vildagliptin,1
Paclitaxel,doxorubicin,0
Paclitaxel,tamoxifen,0
Paclitaxel,erlotinib,0
Paclitaxel,gefitinib,0
Paclitaxel,temozolomide,0
Paclitaxel,methotrexate,0
doxorubicin,tamoxifen,0
doxorubicin,erlotinib,0
doxorubicin,gefitinib,0
doxorubicin,temozolomide,0
doxorubicin,methotrexate,0
tamoxifen,erlotinib,0
tamoxifen,gefitinib,0
tamoxifen,temozolomide,0
tamoxifen,methotrexate,0
erlotinib,gefitinib,0
erlotinib,temozolomide,0
erlotinib,methotrexate,0
gefitinib,temozolomide,0
gefitinib,methotrexate,0
temozolomide,methotrexate,0
cyclophosphamide,vincristine,1
cyclophosphamide,etoposide,1
cyclophosphamide,methotrexate,0
cyclophosphamide,doxorubicin,0
vincristine,etoposide,1
vincristine,methotrexate,0
vincristine,doxorubicin,0
etoposide,methotrexate,0
etoposide,doxorubicin,0
methotrexate,doxorubicin,1
Amisulpride,haloperidol,0
ampicillin,tobramycin,0
ampicillin,cefoperazone,0
ampicillin,piperacillin,0
tobramycin,cefoperazone,0
tobramycin,piperacillin,0
cefoperazone,piperacillin,0
pemetrexed,docetaxel,0
pemetrexed,pemetrexed,0
pemetrexed,docetaxel,0
docetaxel,pemetrexed,0
docetaxel,docetaxel,0
pemetrexed,docetaxel,0
Tazobactam,piperacillin,1
rituximab,etoposide,1
rituximab,vincristine,1
rituximab,doxorubicin,1
rituximab,cyclophosphamide,1
rituximab,prednisone,1
etoposide,vincristine,1
etoposide,doxorubicin,1
etoposide,cyclophosphamide,1
etoposide,prednisone,1
vincristine,doxorubicin,1
vincristine,cyclophosphamide,1
vincristine,prednisone,1
doxorubicin,cyclophosphamide,1
doxorubicin,prednisone,1
cyclophosphamide,prednisone,1
ifosfamide,doxorubicin,1
pegfilgrastim,Filgrastim,1
Nilotinib,imatinib,0
dabrafenib,trametinib,1
gemcitabine,cisplatin,1
gemcitabine,paclitaxel,0
gemcitabine,cisplatin,0
gemcitabine,thermotherapy,1
cisplatin,paclitaxel,0
cisplatin,cisplatin,0
cisplatin,thermotherapy,1
paclitaxel,cisplatin,1
paclitaxel,thermotherapy,1
cisplatin,thermotherapy,1
ticagrelor,ticagrelor,0
ticagrelor,cangrelor,0
ticagrelor,cangrelor,1
carboplatin,paclitaxel,1
carboplatin,bevacizumab,1
paclitaxel,bevacizumab,1
Sipuleucel-T,cabazitaxel,1
Sipuleucel-T,abiraterone,1
Sipuleucel-T,enzalutamide,1
Sipuleucel-T,radium-223,1
cabazitaxel,abiraterone,1
cabazitaxel,enzalutamide,1
cabazitaxel,radium-223,1
abiraterone,enzalutamide,1
abiraterone,radium-223,1
enzalutamide,radium-223,1
paclitaxel,gemcitabine,1
cetuximab,bevacizumab,0
theophylline,sulfamethoxazole,0
Ciprofloxacin,fluconazole,1
Ciprofloxacin,amphotericin,1
fluconazole,amphotericin,1
panitumumab,irinotecan,1
vemurafenib,cobimetinib,1
vemurafenib,VEMUPLINT,1
cobimetinib,VEMUPLINT,1
tremelimumab,sunitinib,1
amoxicillin/clavulanate,amoxicillin,1
amoxicillin/clavulanate,amoxicillin,0
amoxicillin/clavulanate,cefuroxime,0
amoxicillin/clavulanate,ceftriaxone,0
amoxicillin,amoxicillin,0
amoxicillin,cefuroxime,0
amoxicillin,ceftriaxone,0
amoxicillin,cefuroxime,0
amoxicillin,ceftriaxone,0
cefuroxime,ceftriaxone,0
cefotaxime,ceftriaxone,0
erlotinib,gefitinib,0
pemetrexed,erlotinib,1
pemetrexed,erlotinib,0
pemetrexed,pemetrexed,0
erlotinib,erlotinib,0
erlotinib,pemetrexed,0
erlotinib,pemetrexed,0
doxorubicin,cyclophosphamide,1
doxorubicin,etoposide,1
doxorubicin,G-CSF,1
cyclophosphamide,etoposide,1
cyclophosphamide,G-CSF,1
etoposide,G-CSF,1
methotrexate,vinblastine,0
methotrexate,doxorubicin,0
methotrexate,cisplatin,0
methotrexate,gemcitabine,0
methotrexate,carboplatin,0
vinblastine,doxorubicin,0
vinblastine,cisplatin,0
vinblastine,gemcitabine,0
vinblastine,carboplatin,0
doxorubicin,cisplatin,0
doxorubicin,gemcitabine,0
doxorubicin,carboplatin,0
cisplatin,gemcitabine,0
cisplatin,carboplatin,0
gemcitabine,carboplatin,1
bupivacaine,ketorolac,1
carbenicillin,gentamicin,1
carbenicillin,latamoxef,0
gentamicin,latamoxef,0
lapatinib,trastuzumab,1
Troglitazone,Lovastatin,1
Fingolimod,lapatinib,1
Fingolimod,sorafenib,1
lapatinib,sorafenib,0
triptorelin,cetrorelix,0
mefloquine,halofantrine,0
mefloquine,metoprolol,0
halofantrine,metoprolol,0
capecitabine,oxaliplatin,0
capecitabine,cetuximab,0
oxaliplatin,cetuximab,0
moxifloxacin,moxifloxacin,0
moxifloxacin,dexamethasone,0
moxifloxacin,vancomycin,0
moxifloxacin,dexamethasone,1
moxifloxacin,vancomycin,0
dexamethasone,vancomycin,0
erythromycin,clarithromycin,0
erythromycin,azithromycin,0
erythromycin,rifampin,1
clarithromycin,azithromycin,0
clarithromycin,rifampin,1
azithromycin,rifampin,1
bortezomib,cytarabine,1
Artemether,artesunate,0
Artemether,praziquantel,0
artesunate,praziquantel,0
propranolol,timolol,0
propranolol,metoprolol,0
propranolol,atenolol,0
propranolol,labetalol,0
timolol,metoprolol,0
timolol,atenolol,0
timolol,labetalol,0
metoprolol,atenolol,0
metoprolol,labetalol,0
atenolol,labetalol,0
fenofibrate,lovastatin,1
Idasanutlin,cytarabine,1
fludarabine,cladribine,0
5-fluorouracil,oxaliplatin,1
5-fluorouracil,bevacizumab,1
oxaliplatin,bevacizumab,1
cisplatin,ondansetron,1
cisplatin,granisetron,1
ondansetron,granisetron,0
dexmedetomidine,epinephrine,0
